,start_date,end_date,total_days,profit_days,loss_days,capital,end_balance,max_drawdown,max_ddpercent,max_drawdown_duration,total_net_pnl,daily_net_pnl,total_commission,daily_commission,total_slippage,daily_slippage,total_turnover,daily_turnover,total_trade_count,daily_trade_count,total_return,annual_return,daily_return,return_std,sharpe_ratio,return_drawdown_ratio
000001,2020-03-20,2020-03-13,5165,186,1131,1000000,920875.1344300001,-79124.8655699999,-7.912486556999991,-11,-79124.86557,-15.319431862536302,167.86557,0.032500594385285575,75960.0,14.706679574056148,5595519.0,1083.3531461761859,1266,0.24511132623426912,-7.912486556999987,-0.36766636470087066,-0.0015959502032613152,0.0063846227978538676,-3.872484721061443,-0.9999999999999994
